inventory_id,store_id,product_id,current_stock,warehouse_stock,reorder_level,last_updated
I01664,S012,P0034,389,984,61,2026-07-07T17:17:32.615342
I01665,S044,P0156,48,1995,73,2026-07-07T17:17:32.615342
I01666,S029,P0176,326,1506,51,2026-07-07T17:17:32.615342
I01667,S035,P0422,93,496,53,2026-07-07T17:17:32.615342
I01668,S050,P0056,390,574,55,2026-07-07T17:17:32.615342
I01669,S014,P0158,256,725,20,2026-07-07T17:17:32.615342
I01670,S021,P0393,271,1066,85,2026-07-07T17:17:32.615342
I01671,S007,P0351,153,1999,74,2026-07-07T17:17:32.615342
I01672,S040,P0108,292,1476,50,2026-07-07T17:17:32.615342
I01673,S010,P0166,80,493,42,2026-07-07T17:17:32.615342
I01674,S050,P0203,402,451,58,2026-07-07T17:17:32.615342
I01675,S011,P0313,339,421,91,2026-07-07T17:17:32.615342
I01676,S021,P0490,264,1070,58,2026-07-07T17:17:32.615342
I01677,S042,P0305,403,953,41,2026-07-07T17:17:32.616344
I01678,S050,P0372,137,568,73,2026-07-07T17:17:32.616344
I01679,S017,P0242,478,1853,84,2026-07-07T17:17:32.616344
I01680,S020,P0190,74,727,28,2026-07-07T17:17:32.616344
I01681,S022,P0373,181,1798,37,2026-07-07T17:17:32.616344
I01682,S048,P0162,230,730,87,2026-07-07T17:17:32.616344
I01683,S028,P0289,201,1661,76,2026-07-07T17:17:32.616344
I01684,S027,P0003,390,927,90,2026-07-07T17:17:32.616344
I01685,S004,P0496,209,824,45,2026-07-07T17:17:32.616344
I01686,S042,P0413,71,1035,54,2026-07-07T17:17:32.616344
I01687,S050,P0141,9,1776,82,2026-07-07T17:17:32.616344
I01688,S046,P0104,106,1455,56,2026-07-07T17:17:32.616344
I01689,S046,P0132,150,1805,36,2026-07-07T17:17:32.616344
I01690,S024,P0013,164,975,22,2026-07-07T17:17:32.616344
I01691,S025,P0167,285,1246,76,2026-07-07T17:17:32.616344
I01692,S048,P0103,408,540,42,2026-07-07T17:17:32.616344
I01693,S040,P0258,225,1853,24,2026-07-07T17:17:32.616344
I01694,S018,P0055,38,597,28,2026-07-07T17:17:32.616344
I01695,S011,P0167,370,1082,76,2026-07-07T17:17:32.616344
I01696,S047,P0304,240,194,22,2026-07-07T17:17:32.616344
I01697,S050,P0338,199,1508,81,2026-07-07T17:17:32.616344
I01698,S046,P0250,127,673,41,2026-07-07T17:17:32.616344
I01699,S039,P0301,192,221,36,2026-07-07T17:17:32.616344
I01700,S007,P0029,327,801,97,2026-07-07T17:17:32.616344
I01701,S018,P0276,189,997,90,2026-07-07T17:17:32.616344
I01702,S019,P0057,241,375,27,2026-07-07T17:17:32.616344
I01703,S048,P0038,166,1687,44,2026-07-07T17:17:32.616344
I01704,S047,P0212,422,410,59,2026-07-07T17:17:32.616344
I01705,S010,P0302,153,1275,37,2026-07-07T17:17:32.616344
I01706,S013,P0288,45,997,69,2026-07-07T17:17:32.616344
I01707,S016,P0168,293,1219,49,2026-07-07T17:17:32.616344
I01708,S049,P0339,133,1240,74,2026-07-07T17:17:32.616344
I01709,S034,P0419,149,1512,64,2026-07-07T17:17:32.616344
I01710,S002,P0072,395,1676,58,2026-07-07T17:17:32.616344
I01711,S005,P0446,402,1532,27,2026-07-07T17:17:32.616344
I01712,S046,P0379,160,1847,99,2026-07-07T17:17:32.616344
I01713,S024,P0464,395,1013,68,2026-07-07T17:17:32.616344
I01714,S048,P0453,109,477,59,2026-07-07T17:17:32.616344
I01715,S021,P0240,116,1043,92,2026-07-07T17:17:32.616344
I01716,S024,P0171,101,1487,44,2026-07-07T17:17:32.616344
I01717,S046,P0133,130,1336,43,2026-07-07T17:17:32.616344
I01718,S048,P0478,11,387,30,2026-07-07T17:17:32.616344
I01719,S008,P0329,210,975,77,2026-07-07T17:17:32.616344
I01720,S026,P0413,249,1734,54,2026-07-07T17:17:32.616344
I01721,S004,P0426,270,223,88,2026-07-07T17:17:32.616344
I01722,S033,P0192,8,1258,44,2026-07-07T17:17:32.616344
I01723,S028,P0017,491,1132,31,2026-07-07T17:17:32.616344
I01724,S021,P0405,275,1107,88,2026-07-07T17:17:32.616344
I01725,S019,P0295,170,1399,60,2026-07-07T17:17:32.616344
I01726,S005,P0377,38,1257,90,2026-07-07T17:17:32.616344
I01727,S006,P0499,285,1698,58,2026-07-07T17:17:32.616344
I01728,S008,P0273,81,1735,63,2026-07-07T17:17:32.616344
I01729,S033,P0434,435,279,53,2026-07-07T17:17:32.616344
I01730,S037,P0473,239,1349,47,2026-07-07T17:17:32.616344
I01731,S042,P0098,384,249,45,2026-07-07T17:17:32.616344
I01732,S050,P0351,220,1774,74,2026-07-07T17:17:32.616344
I01733,S018,P0239,231,1921,64,2026-07-07T17:17:32.616344
I01734,S048,P0078,333,776,22,2026-07-07T17:17:32.616344
I01735,S005,P0094,331,1278,34,2026-07-07T17:17:32.616344
I01736,S022,P0233,270,1699,58,2026-07-07T17:17:32.616344
I01737,S045,P0379,419,985,99,2026-07-07T17:17:32.616344
I01738,S002,P0206,294,701,63,2026-07-07T17:17:32.616344
I01739,S001,P0320,424,898,76,2026-07-07T17:17:32.616344
I01740,S002,P0005,115,760,91,2026-07-07T17:17:32.616344
I01741,S028,P0078,132,1852,22,2026-07-07T17:17:32.616344
I01742,S015,P0300,345,1672,60,2026-07-07T17:17:32.616344
I01743,S021,P0273,234,1438,63,2026-07-07T17:17:32.616344
I01744,S043,P0103,394,1782,42,2026-07-07T17:17:32.616344
I01745,S037,P0474,181,1929,30,2026-07-07T17:17:32.616344
I01746,S046,P0445,295,412,27,2026-07-07T17:17:32.616344
I01747,S013,P0396,75,522,82,2026-07-07T17:17:32.616344
I01748,S020,P0093,51,153,89,2026-07-07T17:17:32.616344
I01749,S035,P0309,483,1829,44,2026-07-07T17:17:32.616344
I01750,S003,P0400,65,1206,77,2026-07-07T17:17:32.616344
I01751,S023,P0489,35,770,28,2026-07-07T17:17:32.616344
I01752,S021,P0476,117,1447,67,2026-07-07T17:17:32.616344
I01753,S014,P0104,155,434,56,2026-07-07T17:17:32.616344
I01754,S028,P0139,119,1983,77,2026-07-07T17:17:32.616344
I01755,S014,P0396,181,155,82,2026-07-07T17:17:32.616344
I01756,S009,P0450,460,1000,36,2026-07-07T17:17:32.616344
I01757,S008,P0428,485,868,21,2026-07-07T17:17:32.616344
I01758,S002,P0228,444,1623,86,2026-07-07T17:17:32.616344
I01759,S048,P0107,194,200,69,2026-07-07T17:17:32.616344
I01760,S029,P0225,204,506,57,2026-07-07T17:17:32.616344
I01761,S014,P0395,194,1308,25,2026-07-07T17:17:32.616344
I01762,S008,P0048,496,458,83,2026-07-07T17:17:32.616344
I01763,S033,P0468,296,1583,61,2026-07-07T17:17:32.616344
I01764,S034,P0063,83,1649,52,2026-07-07T17:17:32.616344
I01765,S014,P0062,481,1101,62,2026-07-07T17:17:32.616344
I01766,S048,P0310,183,1635,50,2026-07-07T17:17:32.616344
I01767,S021,P0213,97,530,76,2026-07-07T17:17:32.616344
I01768,S006,P0410,259,836,98,2026-07-07T17:17:32.616344
I01769,S031,P0131,260,329,47,2026-07-07T17:17:32.616344
I01770,S030,P0009,3,878,45,2026-07-07T17:17:32.616344
I01771,S027,P0205,492,1856,57,2026-07-07T17:17:32.616344
I01772,S007,P0182,184,734,78,2026-07-07T17:17:32.616344
I01773,S005,P0223,484,1836,94,2026-07-07T17:17:32.616344
I01774,S042,P0154,117,1536,61,2026-07-07T17:17:32.616344
I01775,S006,P0334,329,1759,32,2026-07-07T17:17:32.616344
I01776,S025,P0449,241,132,33,2026-07-07T17:17:32.616344
I01777,S018,P0374,331,1937,23,2026-07-07T17:17:32.616344
I01778,S021,P0024,72,1835,94,2026-07-07T17:17:32.616344
I01779,S016,P0091,289,118,95,2026-07-07T17:17:32.616344
I01780,S009,P0266,79,387,30,2026-07-07T17:17:32.616344
I01781,S045,P0241,390,179,44,2026-07-07T17:17:32.616344
I01782,S004,P0306,410,529,41,2026-07-07T17:17:32.616344
I01783,S048,P0339,150,861,74,2026-07-07T17:17:32.616344
I01784,S040,P0213,421,422,76,2026-07-07T17:17:32.616344
I01785,S027,P0089,89,1162,41,2026-07-07T17:17:32.616344
I01786,S010,P0380,414,1759,45,2026-07-07T17:17:32.616344
I01787,S043,P0093,186,1900,89,2026-07-07T17:17:32.616344
I01788,S008,P0403,83,161,35,2026-07-07T17:17:32.616344
I01789,S032,P0105,156,926,82,2026-07-07T17:17:32.616344
I01790,S041,P0192,465,1823,44,2026-07-07T17:17:32.616344
I01791,S017,P0319,164,158,75,2026-07-07T17:17:32.616344
I01792,S002,P0170,14,1920,47,2026-07-07T17:17:32.616344
I01793,S031,P0018,376,1885,25,2026-07-07T17:17:32.616344
I01794,S010,P0468,208,195,61,2026-07-07T17:17:32.616344
I01795,S035,P0194,390,1325,86,2026-07-07T17:17:32.616344
I01796,S047,P0269,86,423,32,2026-07-07T17:17:32.616344
I01797,S007,P0008,178,1937,59,2026-07-07T17:17:32.616344
I01798,S015,P0048,214,235,83,2026-07-07T17:17:32.616344
I01799,S008,P0496,243,1051,45,2026-07-07T17:17:32.616344
I01800,S027,P0439,459,1199,93,2026-07-07T17:17:32.616344
I01801,S029,P0069,438,1335,55,2026-07-07T17:17:32.616344
I01802,S041,P0001,159,1075,70,2026-07-07T17:17:32.616344
I01803,S031,P0461,462,626,100,2026-07-07T17:17:32.616344
I01804,S009,P0166,336,1205,42,2026-07-07T17:17:32.616344
I01805,S024,P0490,314,1468,58,2026-07-07T17:17:32.616344
I01806,S046,P0050,244,1109,51,2026-07-07T17:17:32.616344
I01807,S048,P0426,436,1269,88,2026-07-07T17:17:32.616344
I01808,S013,P0065,112,1154,62,2026-07-07T17:17:32.616344
I01809,S009,P0413,482,392,54,2026-07-07T17:17:32.616344
I01810,S015,P0338,42,1622,81,2026-07-07T17:17:32.616344
I01811,S007,P0368,206,678,41,2026-07-07T17:17:32.616344
I01812,S040,P0054,127,563,94,2026-07-07T17:17:32.616344
I01813,S017,P0095,373,1450,59,2026-07-07T17:17:32.616344
I01814,S020,P0169,363,1046,68,2026-07-07T17:17:32.616344
I01815,S043,P0303,266,1158,73,2026-07-07T17:17:32.616344
I01816,S037,P0453,136,1656,59,2026-07-07T17:17:32.616344
I01817,S009,P0168,216,867,49,2026-07-07T17:17:32.616344
I01818,S043,P0075,296,1608,32,2026-07-07T17:17:32.616344
I01819,S003,P0383,463,1737,50,2026-07-07T17:17:32.616344
I01820,S025,P0324,24,1726,54,2026-07-07T17:17:32.616344
I01821,S013,P0094,7,392,34,2026-07-07T17:17:32.616344
I01822,S041,P0018,427,1727,25,2026-07-07T17:17:32.616344
I01823,S016,P0083,203,760,26,2026-07-07T17:17:32.616344
I01824,S001,P0293,246,1090,66,2026-07-07T17:17:32.616344
I01825,S023,P0097,321,1880,38,2026-07-07T17:17:32.616344
I01826,S037,P0208,231,539,31,2026-07-07T17:17:32.616344
I01827,S030,P0319,134,1217,75,2026-07-07T17:17:32.616344
I01828,S029,P0061,381,672,79,2026-07-07T17:17:32.616344
I01829,S042,P0394,263,1992,91,2026-07-07T17:17:32.616344
I01830,S022,P0173,456,481,63,2026-07-07T17:17:32.616344
I01831,S017,P0175,413,1885,95,2026-07-07T17:17:32.616344
I01832,S032,P0396,281,1034,82,2026-07-07T17:17:32.616344
I01833,S043,P0050,342,1853,51,2026-07-07T17:17:32.616344
I01834,S022,P0391,265,638,70,2026-07-07T17:17:32.616344
I01835,S005,P0401,187,973,72,2026-07-07T17:17:32.616344
I01836,S042,P0014,493,1212,45,2026-07-07T17:17:32.616344
I01837,S009,P0049,116,1036,95,2026-07-07T17:17:32.616344
I01838,S008,P0062,281,1559,62,2026-07-07T17:17:32.616344
I01839,S019,P0065,447,811,62,2026-07-07T17:17:32.616344
I01840,S020,P0232,223,1233,37,2026-07-07T17:17:32.616344
I01841,S006,P0495,443,1133,59,2026-07-07T17:17:32.616344
I01842,S012,P0204,419,1913,39,2026-07-07T17:17:32.616344
I01843,S033,P0100,72,1820,57,2026-07-07T17:17:32.616344
I01844,S044,P0114,397,134,24,2026-07-07T17:17:32.616344
I01845,S013,P0376,381,824,39,2026-07-07T17:17:32.616344
I01846,S034,P0308,399,410,83,2026-07-07T17:17:32.616344
I01847,S037,P0441,271,1175,81,2026-07-07T17:17:32.616344
I01848,S004,P0410,272,842,98,2026-07-07T17:17:32.616344
I01849,S035,P0118,355,1187,34,2026-07-07T17:17:32.616344
I01850,S011,P0192,81,305,44,2026-07-07T17:17:32.616344
I01851,S044,P0085,325,1399,88,2026-07-07T17:17:32.616344
I01852,S040,P0116,431,1638,99,2026-07-07T17:17:32.616344
I01853,S046,P0078,276,1348,22,2026-07-07T17:17:32.616344
I01854,S028,P0440,103,670,45,2026-07-07T17:17:32.616344
I01855,S004,P0492,496,920,49,2026-07-07T17:17:32.616344
I01856,S019,P0200,461,1168,56,2026-07-07T17:17:32.616344
I01857,S027,P0458,243,1058,20,2026-07-07T17:17:32.616344
I01858,S021,P0070,369,714,69,2026-07-07T17:17:32.616344
I01859,S001,P0039,128,1550,74,2026-07-07T17:17:32.616344
I01860,S036,P0343,159,527,60,2026-07-07T17:17:32.616344
I01861,S047,P0314,304,236,96,2026-07-07T17:17:32.616344
I01862,S004,P0387,210,387,93,2026-07-07T17:17:32.616344
I01863,S010,P0247,421,428,72,2026-07-07T17:17:32.616344
I01864,S049,P0498,413,596,79,2026-07-07T17:17:32.616344
I01865,S026,P0403,81,1423,35,2026-07-07T17:17:32.616344
I01866,S027,P0201,302,496,93,2026-07-07T17:17:32.616344
I01867,S016,P0428,179,244,21,2026-07-07T17:17:32.616344
I01868,S015,P0494,485,665,73,2026-07-07T17:17:32.616344
I01869,S009,P0458,205,352,20,2026-07-07T17:17:32.616344
I01870,S047,P0379,299,1476,99,2026-07-07T17:17:32.616344
I01871,S010,P0106,227,391,97,2026-07-07T17:17:32.616344
I01872,S044,P0142,389,770,20,2026-07-07T17:17:32.616344
I01873,S001,P0327,60,1166,39,2026-07-07T17:17:32.616344
I01874,S020,P0269,52,1680,32,2026-07-07T17:17:32.616344
I01875,S041,P0307,241,575,83,2026-07-07T17:17:32.616344
I01876,S043,P0225,152,1783,57,2026-07-07T17:17:32.616344
I01877,S008,P0278,380,1349,100,2026-07-07T17:17:32.616344
I01878,S030,P0079,36,1902,88,2026-07-07T17:17:32.616344
I01879,S049,P0467,368,799,74,2026-07-07T17:17:32.616344
I01880,S018,P0487,20,881,71,2026-07-07T17:17:32.616344
I01881,S017,P0058,320,1055,97,2026-07-07T17:17:32.616344
I01882,S028,P0300,86,1894,60,2026-07-07T17:17:32.616344
I01883,S046,P0355,443,1727,82,2026-07-07T17:17:32.616344
I01884,S032,P0389,149,560,72,2026-07-07T17:17:32.616344
I01885,S034,P0053,45,1598,56,2026-07-07T17:17:32.616344
I01886,S039,P0492,306,1871,49,2026-07-07T17:17:32.616344
I01887,S024,P0124,445,1840,21,2026-07-07T17:17:32.616344
I01888,S043,P0254,428,1536,100,2026-07-07T17:17:32.616344
I01889,S028,P0216,29,1406,91,2026-07-07T17:17:32.616344
I01890,S007,P0443,394,673,29,2026-07-07T17:17:32.616344
I01891,S047,P0376,141,1952,39,2026-07-07T17:17:32.616344
I01892,S017,P0328,260,773,100,2026-07-07T17:17:32.616344
I01893,S027,P0342,428,614,79,2026-07-07T17:17:32.616344
I01894,S023,P0043,6,307,35,2026-07-07T17:17:32.616344
I01895,S046,P0413,248,597,54,2026-07-07T17:17:32.616344
I01896,S038,P0254,113,1310,100,2026-07-07T17:17:32.616344
I01897,S028,P0341,136,312,65,2026-07-07T17:17:32.616344
I01898,S050,P0424,362,1099,97,2026-07-07T17:17:32.616344
I01899,S036,P0311,428,1258,30,2026-07-07T17:17:32.616344
I01900,S025,P0311,265,1882,30,2026-07-07T17:17:32.616344
I01901,S043,P0196,21,1332,86,2026-07-07T17:17:32.616344
I01902,S007,P0303,429,1725,73,2026-07-07T17:17:32.616344
I01903,S042,P0489,50,1278,28,2026-07-07T17:17:32.616344
I01904,S007,P0061,494,1664,79,2026-07-07T17:17:32.616344
I01905,S016,P0185,297,1477,62,2026-07-07T17:17:32.616344
I01906,S046,P0463,309,963,45,2026-07-07T17:17:32.616344
I01907,S026,P0368,381,181,41,2026-07-07T17:17:32.616344
I01908,S023,P0332,403,1001,46,2026-07-07T17:17:32.616344
I01909,S030,P0294,442,1170,52,2026-07-07T17:17:32.616344
I01910,S003,P0482,204,1765,85,2026-07-07T17:17:32.616344
I01911,S041,P0382,398,984,86,2026-07-07T17:17:32.616344
I01912,S043,P0465,13,542,41,2026-07-07T17:17:32.616344
I01913,S037,P0093,12,1391,89,2026-07-07T17:17:32.616344
I01914,S022,P0051,149,1985,38,2026-07-07T17:17:32.616344
I01915,S027,P0411,14,1593,60,2026-07-07T17:17:32.616344
I01916,S030,P0435,456,619,22,2026-07-07T17:17:32.616344
I01917,S023,P0420,349,804,92,2026-07-07T17:17:32.616344
I01918,S023,P0499,494,609,58,2026-07-07T17:17:32.616344
I01919,S018,P0229,401,197,39,2026-07-07T17:17:32.616344
I01920,S021,P0235,357,1400,34,2026-07-07T17:17:32.616344
I01921,S017,P0394,406,428,91,2026-07-07T17:17:32.616344
I01922,S014,P0286,394,1868,35,2026-07-07T17:17:32.616344
I01923,S036,P0332,164,1616,46,2026-07-07T17:17:32.616344
I01924,S026,P0386,178,1699,92,2026-07-07T17:17:32.616344
I01925,S012,P0433,255,1854,97,2026-07-07T17:17:32.616344
I01926,S006,P0171,180,1362,44,2026-07-07T17:17:32.616344
I01927,S035,P0379,412,1812,99,2026-07-07T17:17:32.616344
I01928,S015,P0163,424,726,79,2026-07-07T17:17:32.616344
I01929,S007,P0469,369,285,46,2026-07-07T17:17:32.616344
I01930,S041,P0208,160,1373,31,2026-07-07T17:17:32.616344
I01931,S032,P0328,95,1649,100,2026-07-07T17:17:32.616344
I01932,S025,P0104,135,1853,56,2026-07-07T17:17:32.616344
I01933,S046,P0249,179,790,30,2026-07-07T17:17:32.616344
I01934,S029,P0459,185,1645,62,2026-07-07T17:17:32.616344
I01935,S011,P0492,86,761,49,2026-07-07T17:17:32.616344
I01936,S002,P0058,97,1291,97,2026-07-07T17:17:32.616344
I01937,S020,P0466,259,1534,36,2026-07-07T17:17:32.616344
I01938,S042,P0287,151,1649,31,2026-07-07T17:17:32.616344
I01939,S036,P0276,91,915,90,2026-07-07T17:17:32.616344
I01940,S040,P0357,38,506,34,2026-07-07T17:17:32.616344
I01941,S006,P0047,364,1324,43,2026-07-07T17:17:32.616344
I01942,S043,P0208,436,639,31,2026-07-07T17:17:32.616344
I01943,S010,P0367,174,1191,34,2026-07-07T17:17:32.616344
I01944,S023,P0204,68,1986,39,2026-07-07T17:17:32.616344
I01945,S025,P0054,432,1607,94,2026-07-07T17:17:32.616344
I01946,S019,P0315,291,268,67,2026-07-07T17:17:32.616344
I01947,S021,P0116,226,1791,99,2026-07-07T17:17:32.616344
I01948,S003,P0126,280,417,54,2026-07-07T17:17:32.616344
I01949,S043,P0141,13,1112,82,2026-07-07T17:17:32.616344
I01950,S015,P0427,355,548,65,2026-07-07T17:17:32.616344
I01951,S016,P0449,115,1001,33,2026-07-07T17:17:32.616344
I01952,S042,P0416,110,397,84,2026-07-07T17:17:32.616344
I01953,S001,P0152,124,142,41,2026-07-07T17:17:32.616344
I01954,S040,P0248,429,998,42,2026-07-07T17:17:32.616344
I01955,S027,P0285,282,1263,31,2026-07-07T17:17:32.616344
I01956,S013,P0212,95,1836,59,2026-07-07T17:17:32.616344
I01957,S034,P0298,204,1384,61,2026-07-07T17:17:32.616344
I01958,S037,P0455,461,892,64,2026-07-07T17:17:32.616344
I01959,S048,P0134,361,1731,55,2026-07-07T17:17:32.616344
I01960,S024,P0412,410,639,50,2026-07-07T17:17:32.616344
I01961,S028,P0190,186,1943,28,2026-07-07T17:17:32.616344
I01962,S016,P0164,276,831,83,2026-07-07T17:17:32.616344
I01963,S005,P0491,354,375,97,2026-07-07T17:17:32.616344
I01964,S021,P0441,423,1538,81,2026-07-07T17:17:32.616344
I01965,S016,P0408,275,1285,52,2026-07-07T17:17:32.616344
I01966,S009,P0050,469,1706,51,2026-07-07T17:17:32.616344
I01967,S033,P0363,243,1196,22,2026-07-07T17:17:32.616344
I01968,S021,P0054,413,1792,94,2026-07-07T17:17:32.616344
I01969,S039,P0117,368,813,52,2026-07-07T17:17:32.616344
I01970,S046,P0360,330,1234,69,2026-07-07T17:17:32.616344
I01971,S015,P0239,137,1276,64,2026-07-07T17:17:32.616344
I01972,S004,P0236,316,996,24,2026-07-07T17:17:32.616344
I01973,S032,P0303,223,232,73,2026-07-07T17:17:32.616344
I01974,S011,P0012,286,1018,86,2026-07-07T17:17:32.616344
I01975,S036,P0333,29,1934,58,2026-07-07T17:17:32.616344
I01976,S023,P0245,444,1546,56,2026-07-07T17:17:32.616344
I01977,S010,P0033,349,825,45,2026-07-07T17:17:32.616344
I01978,S005,P0489,368,665,28,2026-07-07T17:17:32.616344
I01979,S037,P0130,485,1936,56,2026-07-07T17:17:32.616344
I01980,S047,P0015,365,1324,54,2026-07-07T17:17:32.616344
I01981,S032,P0221,360,1665,66,2026-07-07T17:17:32.616344
I01982,S009,P0203,110,1455,58,2026-07-07T17:17:32.616344
I01983,S029,P0159,275,1527,80,2026-07-07T17:17:32.616344
I01984,S044,P0156,169,576,73,2026-07-07T17:17:32.616344
I01985,S037,P0409,448,1140,52,2026-07-07T17:17:32.616344
I01986,S027,P0074,392,1205,44,2026-07-07T17:17:32.616344
I01987,S044,P0301,161,1866,36,2026-07-07T17:17:32.616344
I01988,S001,P0498,312,208,79,2026-07-07T17:17:32.616344
I01989,S046,P0387,183,1303,93,2026-07-07T17:17:32.616344
I01990,S008,P0397,500,245,56,2026-07-07T17:17:32.616344
I01991,S040,P0033,271,947,45,2026-07-07T17:17:32.616344
I01992,S047,P0083,375,498,26,2026-07-07T17:17:32.616344
I01993,S016,P0308,396,1654,83,2026-07-07T17:17:32.616344
I01994,S012,P0428,92,160,21,2026-07-07T17:17:32.616344
I01995,S042,P0476,253,1592,67,2026-07-07T17:17:32.616344
I01996,S008,P0170,45,292,47,2026-07-07T17:17:32.616344
I01997,S026,P0294,358,1503,52,2026-07-07T17:17:32.616344
I01998,S025,P0413,208,880,54,2026-07-07T17:17:32.616344
I01999,S045,P0243,70,1835,65,2026-07-07T17:17:32.616344
I02000,S022,P0094,49,737,34,2026-07-07T17:17:32.616344
